item_type,order_state,last_update_time,branch,customer,price
Cookies,Canceled,2008-08-18 18:59:06,733,1912,50
Muffins,Canceled,2002-08-21 18:59:17,845,1886,100
Cookies,Shipped,1987-01-22 05:05:45,969,1954,50
Muffins,Delivered,1987-03-19 21:48:44,851,1274,100
Cookies,Delivered,1983-03-16 15:40:29,275,1031,50
Muffins,Shipped,1997-08-30 11:08:03,643,1068,100
Muffins,Canceled,2004-01-24 01:56:58,250,1708,100
Muffins,Delivered,1973-06-18 23:39:03,27,1736,100
Cake,Canceled,2000-03-27 15:16:42,679,1112,500
Muffins,Created,1986-07-11 12:37:58,739,1745,100
Cookies,Shipped,1974-01-04 13:00:31,80,1156,50
Cake,Created,2017-08-22 07:49:17,595,1356,500
Cookies,Shipped,1976-05-10 22:08:07,198,1136,50
Cake,Shipped,2008-06-29 18:31:55,228,1213,500
Cookies,Created,1976-03-20 18:20:13,852,1580,50
Muffins,Delivered,2015-09-07 16:37:23,951,1654,100
Muffins,Canceled,1985-09-13 03:31:22,387,1413,100
Cookies,Created,2020-03-08 10:17:35,536,1800,50
Muffins,Canceled,2013-08-16 19:23:44,579,1401,100
Cookies,Delivered,1974-07-04 05:48:33,856,1464,50
Muffins,Canceled,2013-10-31 16:46:48,827,1483,100
Cake,Shipped,1971-06-14 01:50:48,985,1733,500
Cookies,Delivered,2018-09-13 03:03:58,969,1846,50
Cake,Created,2015-08-25 12:02:29,418,1778,500
Cake,Shipped,1973-06-26 11:03:47,838,1678,500
Muffins,Canceled,1998-12-10 13:51:16,400,1111,100
Cake,Shipped,1971-10-01 04:46:24,723,1501,500
Cookies,Shipped,2015-05-19 12:09:32,107,1938,50
Cookies,Canceled,1992-04-13 06:49:39,884,1244,50
Cookies,Shipped,1971-07-11 10:15:36,57,1752,50
Cake,Shipped,1982-01-03 19:42:18,864,1910,500
Cake,Canceled,1990-06-19 17:42:31,605,1461,500
Cake,Canceled,1991-06-03 20:14:19,951,1253,500
Cake,Shipped,2016-02-29 16:16:21,81,1081,500
Muffins,Created,1990-06-09 19:33:32,742,1452,100
Cookies,Delivered,1992-07-26 03:50:02,323,1356,50
Muffins,Delivered,1971-03-02 00:31:37,258,1966,100
Muffins,Delivered,2008-06-09 17:34:51,945,1782,100
Muffins,Canceled,2010-09-28 11:36:21,96,1190,100
Cake,Created,2011-04-08 10:51:57,100,1856,500
Cake,Canceled,1976-01-07 08:31:11,58,1316,500
Cookies,Shipped,1974-04-30 21:47:38,123,1902,50
Muffins,Shipped,2012-01-07 12:45:47,368,1104,100
Cake,Created,1984-03-11 22:52:21,542,1987,500
Cookies,Created,2021-12-21 05:46:07,822,1824,50
Cake,Canceled,2009-02-08 01:41:40,390,1975,500
Cake,Canceled,2008-03-22 19:20:15,777,1561,500
Cake,Delivered,1993-01-29 04:18:22,966,1019,500
Cake,Shipped,1981-04-28 10:22:33,458,1922,500
Cake,Created,1977-05-18 04:28:14,107,1780,500
Muffins,Created,1994-03-06 08:09:45,975,1377,100
Cake,Canceled,1990-07-15 08:03:04,826,1977,500
Cake,Canceled,2008-03-23 17:00:17,551,1724,500
Cookies,Delivered,2003-09-20 03:25:04,892,1837,50
Cake,Canceled,1982-06-16 12:27:53,230,1985,500
Cookies,Delivered,1972-04-22 21:43:03,781,1901,50
Cake,Delivered,2012-02-22 23:01:46,423,1096,500
Muffins,Shipped,1976-07-25 07:02:29,713,1080,100
Cake,Created,1985-09-03 01:13:09,462,1973,500
Cake,Canceled,1992-06-28 04:51:00,229,1084,500
Cookies,Canceled,1972-07-19 21:35:18,301,1804,50
Cake,Shipped,1992-09-12 17:57:31,881,1972,500
Muffins,Shipped,1993-02-27 22:03:54,695,1170,100
Cake,Canceled,2004-04-12 20:41:35,222,1582,500
Cookies,Canceled,2017-07-02 20:04:56,923,1273,50
Muffins,Created,1974-07-18 16:36:11,183,1934,100
Muffins,Created,1991-05-26 06:12:42,241,1639,100
Muffins,Delivered,1973-04-06 11:23:15,513,1450,100
Cake,Canceled,2003-10-17 23:12:32,12,1440,500
Cake,Canceled,1988-03-29 19:03:04,432,1878,500
Cookies,Delivered,1975-06-18 15:46:46,306,1679,50
Cookies,Canceled,1984-04-17 21:08:24,117,1132,50
Cake,Delivered,2022-11-17 11:47:59,325,1508,500
Cookies,Delivered,1980-08-24 21:42:00,243,1874,50
Cake,Canceled,1987-11-09 18:15:29,902,1292,500
Muffins,Delivered,2003-10-26 08:46:39,801,1638,100
Muffins,Created,2007-04-08 19:35:45,387,1695,100
Cookies,Delivered,1975-04-20 07:38:59,610,1770,50
Cake,Shipped,1984-05-24 04:10:40,820,1127,500
Cookies,Shipped,1989-05-12 02:55:59,374,1657,50
Cake,Canceled,2005-02-12 23:37:42,395,1366,500
Cake,Created,1978-06-10 03:14:24,684,1818,500
Muffins,Canceled,1989-01-26 19:02:53,550,1182,100
Cake,Created,1970-03-12 17:28:45,100,1911,500
Cookies,Created,1994-03-02 05:01:38,674,1135,50
Muffins,Canceled,2013-12-27 23:40:43,43,1151,100
Muffins,Created,2017-04-03 19:30:23,188,1040,100
Muffins,Created,1999-10-28 11:26:01,544,1453,100
Muffins,Shipped,1996-10-13 09:31:21,743,1741,100
Cookies,Canceled,2008-05-22 22:56:13,714,1283,50
Muffins,Shipped,1997-12-16 18:59:12,622,1760,100
Muffins,Created,2007-09-04 08:17:07,715,1368,100
Muffins,Shipped,1987-12-23 14:57:23,906,1960,100
Cookies,Delivered,2011-07-20 02:10:14,439,1861,50
Cookies,Delivered,2014-05-05 15:57:37,226,1680,50
Muffins,Created,2015-08-20 16:52:37,684,1934,100
Cake,Delivered,1995-09-17 09:08:12,775,1882,500
Cake,Canceled,1978-07-27 09:03:30,418,1339,500
Muffins,Canceled,1977-07-28 21:05:16,43,1629,100
Cookies,Shipped,2000-11-14 05:36:06,332,1876,50
Muffins,Created,1999-07-07 15:40:23,815,1870,100
Muffins,Created,1971-09-04 20:52:25,285,1335,100
Cake,Created,1981-07-14 05:33:42,91,1496,500
Cake,Created,1979-04-09 21:33:03,598,1255,500
Muffins,Created,1998-06-06 19:28:13,73,1739,100
Muffins,Canceled,1977-08-24 21:58:02,410,1782,100
Muffins,Created,1996-02-04 17:37:11,191,1476,100
Cake,Created,1979-11-01 08:39:03,30,1355,500
Muffins,Created,1983-05-21 15:49:15,982,1566,100
Muffins,Created,2023-04-09 06:53:30,738,1381,100
Cake,Delivered,2006-01-19 21:37:10,797,1313,500
Muffins,Created,2010-09-27 10:02:58,650,1376,100
Cake,Canceled,2004-10-13 07:29:04,835,1040,500
Cake,Delivered,1999-04-07 11:11:21,449,1377,500
Cake,Created,1985-03-03 18:58:50,452,1927,500
Muffins,Delivered,1971-10-30 00:03:11,555,1148,100
Cookies,Canceled,2008-05-05 18:58:53,111,1432,50
Cake,Created,1998-03-29 18:07:27,856,1649,500
Cake,Created,1986-11-18 05:23:50,48,1615,500
Muffins,Shipped,2019-07-20 03:17:45,27,1238,100
Cake,Canceled,2008-10-11 10:59:25,669,1502,500
Cake,Created,2022-08-31 20:17:16,242,1774,500
Cake,Created,1986-08-17 16:29:00,314,1686,500
Muffins,Delivered,2020-05-25 17:06:09,387,1479,100
Muffins,Created,1999-07-29 07:12:43,539,1476,100
Cookies,Created,2011-10-03 02:43:25,983,1712,50
Cake,Created,1989-10-01 22:31:29,859,1859,500
Cake,Delivered,1983-08-20 02:57:56,480,1659,500
Cake,Delivered,2019-02-06 04:02:47,728,1616,500
Muffins,Canceled,2010-11-24 14:47:36,918,1971,100
Muffins,Created,1980-02-22 11:28:20,747,1953,100
Cookies,Canceled,1998-11-08 06:10:03,51,1618,50
Cake,Canceled,2021-12-15 06:06:49,206,1432,500
Muffins,Shipped,1997-10-18 04:10:52,166,1286,100
Muffins,Shipped,2013-01-05 06:04:17,513,1800,100
Muffins,Delivered,1989-03-13 19:41:14,905,1429,100
Cookies,Delivered,2007-07-27 17:14:00,947,1352,50
Muffins,Delivered,2006-08-18 22:55:09,267,1957,100
Cake,Shipped,2005-10-13 04:07:58,25,1906,500
Cake,Created,1996-05-18 19:49:15,423,1655,500
Muffins,Delivered,2006-03-02 17:43:09,346,1367,100
Muffins,Delivered,1979-03-11 20:23:07,106,1128,100
Cookies,Shipped,2001-05-04 21:55:39,410,1210,50
Cake,Created,1973-03-18 07:08:10,414,1646,500
Cookies,Created,2023-07-18 14:47:02,697,1562,50
Cookies,Canceled,1975-06-30 20:29:58,663,1844,50
Cookies,Delivered,1998-09-23 14:05:53,907,1313,50
Cake,Created,1976-08-09 06:30:49,572,1768,500
Muffins,Shipped,2022-08-17 00:45:43,449,1239,100
Muffins,Shipped,2015-09-24 00:59:24,390,1063,100
Muffins,Created,2023-09-11 01:24:22,185,1135,100
Cake,Shipped,2014-08-25 19:23:06,645,1765,500
Cookies,Canceled,2004-05-01 11:56:41,884,1784,50
Muffins,Shipped,2013-09-02 15:11:11,39,1615,100
Muffins,Shipped,1979-07-31 03:36:35,199,1525,100
Muffins,Canceled,1973-05-23 01:42:37,742,1899,100
Cookies,Delivered,2013-02-27 01:53:49,958,1123,50
Cookies,Shipped,1988-10-17 15:24:45,209,1825,50
Cake,Delivered,2021-05-13 17:17:05,976,1693,500
Cake,Delivered,2006-11-03 07:48:30,257,1830,500
Cookies,Shipped,2009-12-08 13:46:20,834,1067,50
Cookies,Created,1984-02-26 05:07:02,586,1403,50
Muffins,Shipped,1990-03-26 03:50:21,801,1795,100
Cookies,Created,2014-08-11 05:21:06,674,1586,50
Cookies,Shipped,2018-10-06 09:37:51,466,1787,50
Muffins,Delivered,1996-03-05 14:21:47,31,1481,100
Cookies,Canceled,1993-08-15 13:08:50,267,1489,50
Cake,Delivered,1984-03-17 16:02:32,320,1928,500
Cake,Canceled,1983-08-03 05:27:25,871,1346,500
Muffins,Delivered,1986-04-28 18:35:03,281,1842,100
Cookies,Delivered,1990-09-15 19:09:26,860,1327,50
Cake,Canceled,1987-12-31 01:01:14,810,1113,500
Cake,Created,2010-04-15 14:29:35,496,1419,500
Cookies,Shipped,1989-01-11 23:31:42,684,1741,50
Cookies,Delivered,1970-06-30 16:27:00,441,1904,50
Cake,Delivered,1997-01-16 12:52:26,899,1394,500
Cookies,Created,2006-09-17 22:05:53,932,1301,50
Cookies,Created,1973-01-26 18:29:32,8,1693,50
Cake,Canceled,2016-05-24 07:23:06,225,1247,500
Cake,Created,1998-04-27 01:46:35,885,1370,500
Cake,Created,2010-07-28 07:21:09,244,1609,500
Muffins,Canceled,2012-01-11 20:39:02,832,1894,100
Cake,Created,1976-07-03 19:29:06,223,1865,500
Cookies,Delivered,2018-11-17 01:49:51,701,1945,50
Cookies,Canceled,1996-03-20 09:56:11,155,1076,50
Muffins,Canceled,1988-12-18 17:19:31,572,1103,100
Cookies,Canceled,1974-07-02 12:31:18,500,1633,50
Cookies,Created,1977-09-19 22:30:40,642,1922,50
Cake,Shipped,2003-12-04 23:58:48,961,1779,500
Muffins,Canceled,1989-01-30 14:02:46,153,1676,100
Muffins,Canceled,1984-11-25 06:33:42,398,1948,100
Cookies,Shipped,2013-12-20 18:58:45,131,1097,50
Cake,Canceled,1988-10-18 14:20:43,75,1301,500
Cake,Created,2006-08-01 06:13:36,778,1509,500
Cookies,Created,1973-12-09 21:23:16,607,1549,50
Cake,Delivered,1989-03-07 13:00:57,925,1224,500
Cookies,Canceled,1986-11-30 04:14:28,680,1215,50
Muffins,Shipped,1989-06-28 17:27:53,549,1506,100
Cake,Created,1991-05-22 07:39:15,449,1235,500
Muffins,Created,1982-05-20 09:55:16,553,1521,100
Muffins,Shipped,1985-10-31 09:27:58,481,1309,100
Cookies,Shipped,1974-01-14 06:07:52,65,1730,50
Cookies,Shipped,1990-02-06 18:57:48,412,1379,50
Cake,Created,1997-09-23 13:44:02,906,1874,500
Cake,Shipped,1993-07-22 17:07:06,613,1755,500
Muffins,Created,2011-05-30 10:10:10,45,1800,100
Cake,Shipped,2005-08-05 07:19:45,795,1364,500
Muffins,Shipped,2000-02-17 18:38:09,615,1304,100
Cookies,Shipped,1980-02-15 04:00:40,664,1112,50
Cookies,Created,1975-06-18 17:05:37,209,1029,50
Cookies,Canceled,2002-09-21 16:57:00,841,1007,50
Muffins,Delivered,2016-06-13 01:01:28,922,1338,100
Cookies,Delivered,1996-04-17 22:55:46,489,1570,50
Muffins,Created,2010-09-11 07:47:51,342,1193,100
Cookies,Created,2004-05-01 08:24:31,620,1037,50
Cookies,Shipped,1979-02-04 06:41:11,154,1627,50
Cookies,Created,1988-03-05 10:49:25,871,1358,50
Cookies,Canceled,2006-02-11 22:34:33,541,1497,50
Muffins,Canceled,2021-01-13 18:40:51,189,1987,100
Muffins,Canceled,1984-03-23 21:54:24,820,1211,100
Muffins,Shipped,1995-10-24 07:24:21,827,1488,100
Cookies,Shipped,1979-03-02 12:32:40,494,1161,50
Cookies,Shipped,2020-09-20 14:58:04,382,1214,50
Muffins,Created,1991-05-15 13:08:01,817,1652,100
Muffins,Created,1990-02-18 16:36:12,242,1527,100
Muffins,Created,1989-08-15 02:20:58,803,1688,100
Cake,Canceled,2010-10-04 01:38:16,156,1944,500
Muffins,Canceled,1991-08-14 20:42:10,701,1909,100
Cake,Shipped,1970-10-02 00:23:52,344,1803,500
Cake,Canceled,2008-01-21 23:16:30,742,1951,500
Cake,Canceled,2016-11-01 07:47:50,867,1950,500
Muffins,Delivered,1999-09-20 00:14:52,504,1998,100
Cookies,Canceled,1983-09-28 21:04:10,964,1863,50
Muffins,Canceled,2003-08-01 01:50:08,599,1933,100
Cake,Created,2020-03-01 02:17:36,144,1009,500
Muffins,Created,2003-11-22 12:20:34,352,1784,100
Cake,Shipped,2013-11-19 16:13:58,996,1911,500
Cake,Canceled,2001-05-04 21:18:08,155,1519,500
Muffins,Canceled,2007-04-11 09:43:46,778,1069,100
Cookies,Delivered,1979-01-05 18:57:26,627,1863,50
Cookies,Shipped,2019-03-10 00:35:38,426,1302,50
Cookies,Created,1979-01-25 15:18:36,40,1319,50
Cookies,Created,1995-02-05 15:53:31,415,1118,50
Cake,Delivered,2020-12-18 01:32:18,602,1421,500
Cookies,Canceled,2002-09-30 18:56:32,125,1980,50
Cake,Shipped,1975-01-24 19:08:33,789,1800,500
Cake,Canceled,2013-09-29 09:11:09,920,1121,500
Cookies,Shipped,2019-01-25 03:56:51,192,1743,50
Cookies,Canceled,2023-03-27 07:31:22,460,1166,50
Cake,Canceled,1995-12-11 00:12:29,314,1345,500
Cookies,Shipped,2020-10-28 13:38:54,348,1495,50
Cake,Canceled,1970-05-08 02:10:18,440,1300,500
Cookies,Created,2001-10-26 08:04:01,148,1211,50
Muffins,Canceled,2014-06-26 01:01:21,117,1987,100
Muffins,Shipped,1978-02-28 23:56:32,33,1783,100
Cake,Created,2013-10-08 22:34:06,778,1143,500
Cake,Created,1987-06-06 06:20:12,515,1577,500
Muffins,Delivered,2015-11-05 09:35:31,398,1302,100
Muffins,Shipped,2012-07-29 01:11:48,249,1386,100
Muffins,Canceled,2006-08-19 18:34:58,89,1557,100
Cookies,Canceled,2020-06-02 20:54:57,1,1422,50
Cake,Created,2005-10-15 01:20:27,48,1574,500
Cookies,Created,2021-08-08 06:05:04,522,1312,50
Cake,Delivered,1984-08-17 01:27:21,372,1056,500
Cake,Delivered,2010-09-07 15:03:21,875,1026,500
Muffins,Delivered,1997-11-16 15:41:47,916,1331,100
Muffins,Created,1990-01-06 10:52:10,77,1969,100
Cake,Delivered,1973-05-30 18:52:33,706,1256,500
Cake,Delivered,1973-09-01 03:02:41,224,1596,500
Cake,Delivered,2003-11-05 14:05:03,363,1413,500
Muffins,Created,1975-07-30 04:05:34,349,1057,100
Cake,Shipped,1994-04-25 13:23:45,307,1829,500
Cake,Created,1980-07-19 07:29:36,189,1166,500
Cookies,Created,2009-08-01 05:49:13,891,1002,50
Cookies,Shipped,2014-11-17 13:19:18,944,1410,50
Cake,Shipped,2007-02-03 13:49:19,548,1610,500
Cookies,Shipped,1996-12-16 11:32:08,346,1215,50
Muffins,Delivered,2021-07-08 03:51:46,43,1849,100
Muffins,Created,2007-07-27 20:31:03,139,1696,100
Cake,Shipped,1978-01-26 14:50:46,123,1120,500
Cake,Delivered,1996-01-02 06:09:25,352,1527,500
Cookies,Created,2002-12-07 06:51:42,394,1520,50
Cake,Delivered,2001-01-01 21:30:21,312,1329,500
Muffins,Shipped,2011-12-13 19:36:27,12,1272,100
Cookies,Delivered,2020-10-22 05:44:19,563,1866,50
Cookies,Shipped,1977-01-01 04:32:01,453,1383,50
Muffins,Canceled,2023-03-28 23:53:05,813,1709,100
Muffins,Canceled,2004-08-03 18:37:27,414,1605,100
Cookies,Created,2005-06-13 14:31:17,518,1360,50
Cake,Shipped,1971-08-13 19:17:05,877,1081,500
Muffins,Canceled,1975-09-15 07:13:33,774,1127,100
Muffins,Delivered,2009-07-29 22:03:54,369,1391,100
Muffins,Delivered,1972-10-31 02:27:17,234,1411,100
Muffins,Delivered,1974-10-25 22:16:20,196,1088,100
Cookies,Shipped,1975-03-25 14:56:11,7,1860,50
Cookies,Shipped,2011-06-22 12:12:06,400,1679,50
Cookies,Canceled,1999-07-17 13:56:29,470,1309,50
Cake,Created,2015-12-13 21:31:07,188,1174,500
Muffins,Created,1988-04-23 18:00:41,368,1541,100
Cookies,Delivered,2012-02-15 04:17:02,985,1995,50
Cake,Canceled,2002-05-02 12:06:30,311,1433,500
Cookies,Delivered,2007-08-24 01:50:31,923,1684,50
Muffins,Created,1998-04-26 14:55:53,223,1140,100
Cookies,Shipped,1980-04-11 07:30:03,704,1970,50
Muffins,Delivered,2022-09-30 20:30:00,798,1023,100
Cookies,Delivered,2017-12-08 04:38:25,960,1330,50
Cookies,Created,1993-03-30 18:18:09,378,1826,50
Cookies,Shipped,2007-11-06 12:27:12,584,1423,50
Muffins,Created,1995-07-11 05:21:13,705,1530,100
Cookies,Shipped,2002-11-18 14:45:24,843,1308,50
Cake,Delivered,1998-05-15 02:40:43,834,1127,500
Cookies,Shipped,2008-07-03 19:20:26,24,1662,50
Cookies,Canceled,1996-01-04 17:00:36,133,1599,50
Muffins,Created,1990-10-07 23:07:17,887,1581,100
Cake,Canceled,2001-12-09 00:49:13,789,1820,500
Cake,Created,2008-10-05 13:33:38,201,1749,500
Muffins,Shipped,1974-11-24 06:54:15,914,1489,100
Muffins,Delivered,2013-10-26 06:06:23,827,1513,100
Muffins,Shipped,1992-03-07 19:18:22,72,1173,100
Cookies,Shipped,2020-12-01 02:10:16,444,1929,50
Cake,Delivered,1981-02-18 04:12:11,440,1177,500
Muffins,Shipped,1981-02-17 11:55:49,385,1967,100
Cake,Delivered,1983-01-04 11:51:36,666,1619,500
Cookies,Canceled,1999-01-15 12:14:31,968,1627,50
Cookies,Canceled,2018-04-01 15:07:28,805,1203,50
Muffins,Shipped,1987-06-23 04:38:36,522,1993,100
Cookies,Shipped,1971-05-11 19:41:13,477,1708,50
Cookies,Shipped,2000-07-23 19:35:16,586,1638,50
Muffins,Shipped,1982-10-17 02:21:14,245,1174,100
Cookies,Shipped,2019-06-19 19:38:17,156,1085,50
Muffins,Canceled,2011-12-11 00:50:38,749,1077,100
Muffins,Delivered,1970-11-08 17:30:02,61,1992,100
Cake,Created,1977-08-13 06:37:15,127,1160,500
Cookies,Created,1992-08-01 07:26:54,385,1157,50
Cookies,Shipped,2017-11-15 06:27:48,600,1849,50
Cake,Canceled,1986-06-03 18:27:24,406,1233,500
Muffins,Created,1990-09-23 08:04:36,885,1282,100
Cookies,Shipped,2000-05-06 23:26:28,332,1222,50
Cookies,Created,1996-09-26 01:31:52,266,1652,50
Cake,Created,1975-11-06 01:50:13,432,1951,500
Cookies,Shipped,1984-12-17 16:48:41,139,1135,50
Cake,Canceled,1976-03-27 06:15:21,755,1585,500
Muffins,Delivered,1991-12-06 12:41:03,736,1552,100
Cookies,Delivered,2020-11-18 03:53:05,865,1574,50
Cake,Canceled,2014-11-24 04:44:07,859,1937,500
Cake,Shipped,2012-08-23 20:41:32,796,1599,500
Cake,Shipped,1982-09-11 19:22:10,437,1948,500
Muffins,Canceled,2019-12-16 23:11:10,396,1840,100
Cake,Canceled,1986-05-15 09:22:15,148,1807,500
Cookies,Canceled,1989-03-20 02:40:30,517,1713,50
Cookies,Delivered,1970-09-22 09:05:36,967,1462,50
Cookies,Canceled,2016-05-31 21:07:38,80,1253,50
Cake,Shipped,1996-02-14 07:25:56,64,1136,500
Cookies,Created,1972-07-18 08:28:52,478,1282,50
Muffins,Delivered,1978-09-28 14:34:45,309,1256,100
Cake,Shipped,1992-12-01 22:45:35,1000,1580,500
Cake,Shipped,1978-06-12 05:37:51,334,1444,500
Cake,Shipped,1978-09-08 18:19:10,724,1826,500
Cookies,Created,1974-04-27 16:02:29,219,1535,50
Cookies,Delivered,2009-07-22 17:10:47,748,1004,50
Cookies,Canceled,2016-07-23 08:43:17,701,1610,50
Cake,Shipped,1976-05-07 06:03:06,845,1931,500
Cookies,Shipped,2000-05-06 20:09:43,982,1021,50
Cookies,Shipped,1977-04-04 03:26:14,60,1232,50
Cake,Created,2004-10-02 04:27:16,41,1640,500
Muffins,Created,1983-11-01 05:48:00,184,1980,100
Muffins,Delivered,2013-05-18 16:51:05,440,1807,100
Muffins,Delivered,1993-09-11 06:41:08,829,1709,100
Cake,Shipped,1987-05-13 01:21:14,930,1880,500
Cake,Shipped,1981-01-22 06:44:59,887,1489,500
Muffins,Delivered,2002-04-06 19:14:54,678,1081,100
Cookies,Delivered,1971-01-16 20:26:28,657,1259,50
Cookies,Shipped,1981-01-25 16:32:16,425,1045,50
Cake,Delivered,1992-02-09 23:39:44,126,1146,500
Cake,Delivered,2000-12-31 11:30:42,847,1105,500
Muffins,Created,2022-03-10 01:42:40,298,1154,100
Cake,Canceled,2018-11-12 13:02:43,570,1657,500
Cake,Shipped,2023-07-12 12:40:05,669,1678,500
Cookies,Delivered,1983-03-01 05:47:44,604,1855,50
Muffins,Shipped,1972-12-11 12:46:31,569,1922,100
Cookies,Delivered,2003-01-06 17:12:21,627,1026,50
Muffins,Created,1994-04-12 06:01:33,152,1160,100
Cake,Shipped,1982-03-12 05:21:52,192,1459,500
Cake,Created,2009-10-02 17:59:27,988,1380,500
Cookies,Canceled,2006-09-08 03:02:24,611,1861,50
Cookies,Shipped,1974-02-25 06:50:48,908,1003,50
Cookies,Canceled,1995-08-04 17:31:07,215,1947,50
Muffins,Canceled,2013-03-15 10:58:08,306,1829,100
Cookies,Canceled,1981-11-20 22:07:20,879,1521,50
Muffins,Created,1984-10-14 01:13:11,280,1687,100
Cookies,Delivered,1979-07-04 00:14:37,312,1558,50
Cake,Shipped,2022-11-26 09:33:04,411,1460,500
Cake,Delivered,2001-04-08 16:38:38,279,1917,500
Cake,Shipped,2007-03-25 11:18:06,624,1108,500
Cookies,Canceled,1986-06-07 11:32:05,430,1046,50
Cookies,Canceled,2010-09-19 19:56:07,374,1432,50
Muffins,Delivered,2017-04-21 14:04:17,754,1505,100
Cookies,Delivered,1980-09-05 18:43:07,319,1315,50
Cookies,Created,2000-05-31 06:42:05,358,1590,50
Muffins,Delivered,2003-06-11 13:35:52,890,1624,100
Muffins,Canceled,2019-04-27 14:21:55,994,1771,100
Muffins,Created,2013-02-05 09:39:40,510,1029,100
Cake,Shipped,2007-04-26 11:32:15,450,1266,500
Muffins,Shipped,2002-04-11 01:43:40,377,1476,100
Cookies,Delivered,1986-04-16 07:26:40,849,1079,50
Muffins,Delivered,1981-11-08 19:33:01,479,1464,100
Cake,Delivered,2022-06-30 22:37:24,829,1374,500
Cookies,Shipped,1994-05-23 13:17:26,977,1681,50
Cake,Canceled,2008-03-18 15:59:25,683,1968,500
Cookies,Shipped,1994-03-20 15:23:05,17,1171,50
Cake,Created,1999-08-13 09:08:06,595,1261,500
Cookies,Canceled,1992-02-19 08:00:15,114,1454,50
Muffins,Delivered,2015-04-02 11:52:09,565,1577,100
Cake,Created,1979-12-26 00:17:47,177,1551,500
Cake,Delivered,1999-10-13 04:43:09,4,1832,500
Muffins,Delivered,2002-06-06 10:38:36,966,1695,100
Cake,Created,2005-09-05 02:46:38,159,1323,500
Cookies,Shipped,2006-12-03 20:41:01,427,1100,50
Muffins,Delivered,1993-10-23 06:38:20,422,1508,100
Cookies,Delivered,1998-10-13 04:04:26,367,1494,50
Cake,Canceled,1995-07-20 04:01:45,858,1683,500
Cookies,Canceled,2015-07-05 06:47:00,218,1690,50
Cake,Delivered,2010-12-31 15:02:45,868,1858,500
Muffins,Canceled,2013-08-19 18:54:25,49,1420,100
Cookies,Delivered,1981-04-07 00:38:24,511,1014,50
Cake,Canceled,2015-12-02 01:15:19,282,1906,500
Cake,Shipped,2020-12-03 16:16:20,404,1932,500
Cookies,Created,1975-09-02 04:54:58,580,1643,50
Cookies,Shipped,1997-02-28 23:49:24,668,1614,50
Cake,Shipped,1979-12-09 19:33:30,369,1865,500
Cookies,Shipped,1996-07-12 21:07:50,812,1728,50
Muffins,Shipped,2004-12-03 17:17:30,874,1151,100
Cake,Shipped,1970-03-18 11:07:12,149,1392,500
Cake,Canceled,1975-07-15 04:02:12,298,1880,500
Muffins,Delivered,1981-09-29 14:10:23,677,1316,100
Cookies,Created,2000-02-05 16:08:17,542,1613,50
Cake,Shipped,2014-10-18 17:57:45,529,1539,500
Cookies,Shipped,1974-03-12 01:17:07,138,1789,50
Muffins,Shipped,2017-01-01 21:50:46,150,1664,100
Cake,Shipped,1981-06-05 07:09:55,150,1993,500
Cake,Created,2004-08-31 10:31:26,6,1181,500
Cookies,Delivered,1978-05-13 03:02:29,108,1772,50
Cookies,Created,1981-11-10 17:00:44,588,1893,50
Muffins,Created,1976-12-30 12:40:42,2,1277,100
Muffins,Created,2011-10-18 23:15:26,403,1125,100
Cake,Delivered,1999-04-07 19:10:35,152,1110,500
Cookies,Shipped,2013-07-24 10:42:27,399,1823,50
Cookies,Canceled,2015-07-02 23:19:41,68,1042,50
Cookies,Shipped,2011-04-22 00:59:36,983,1914,50
Cake,Created,2005-06-30 04:09:44,179,1936,500
Cake,Delivered,2013-12-12 05:52:17,320,1262,500
Cake,Canceled,2003-09-14 17:07:30,476,1171,500
Muffins,Delivered,2006-07-26 17:38:39,990,1791,100
Cake,Created,1975-01-31 21:31:35,870,1688,500
Cookies,Canceled,2020-04-05 13:41:49,609,1298,50
Cake,Shipped,2006-06-27 08:37:49,274,1401,500
Cookies,Delivered,1992-01-09 19:05:49,203,1829,50
Cookies,Canceled,1987-05-03 04:05:34,531,1791,50
Muffins,Canceled,2013-09-07 16:45:07,617,1177,100
Cake,Created,1977-04-15 11:01:10,595,1421,500
Cookies,Shipped,1998-07-28 12:32:16,760,1987,50
Cookies,Shipped,1997-12-17 19:54:42,241,1065,50
Cookies,Shipped,2018-11-20 09:15:21,364,1731,50
Cake,Delivered,1984-01-23 16:25:45,632,1125,500
Muffins,Delivered,2022-01-24 02:49:13,628,1978,100
Muffins,Shipped,1996-09-02 19:16:51,29,1650,100
Cookies,Delivered,1994-09-29 19:48:18,753,1202,50
Muffins,Shipped,1985-08-13 18:21:44,317,1002,100
Muffins,Canceled,2011-06-28 15:09:44,349,1688,100
Cake,Created,1987-03-22 02:23:30,78,1269,500
Cake,Canceled,2016-02-18 19:09:34,226,1687,500
Muffins,Created,2016-04-12 03:54:31,283,1656,100
Cookies,Created,1980-05-01 12:35:22,776,1758,50
Cookies,Delivered,2006-07-05 23:34:37,854,1557,50
Cake,Shipped,1990-06-22 13:03:57,26,1305,500
Cookies,Canceled,1987-12-15 16:55:37,281,1759,50
Muffins,Delivered,1974-07-27 21:52:21,348,1557,100
Muffins,Created,1992-12-30 10:58:28,613,1367,100
Cake,Created,2018-08-23 09:55:55,802,1835,500
